0.000000,0.500000,0.601190,0.702381,0.803571,0.904762,1.005952,1.107143,1.208333,1.309524,1.410714,1.511905,1.613095,1.714286,1.815476,1.916667,2.017857,2.119048,2.220238,2.321429,2.422619,2.523810,2.625000,2.726190,2.827381,2.928571,3.029762,3.130952,3.232143,3.333333,3.434524,3.535714,3.636905,3.738095,3.839286,3.940476,4.041667,4.142857,4.244048,4.345238,4.446429,4.547619,4.648810,4.750000,4.851190,4.952381,5.053571,5.154762,5.255952,5.357143,5.458333,5.559524,5.660714,5.761905,5.863095,5.964286,6.065476,6.166667,6.267857,6.369048,6.470238,6.571429,6.672619,6.773810,6.875000,6.976190,7.077381,7.178571,7.279762,7.380952,7.482143,7.583333,7.684524,7.785714,7.886905,7.988095,8.089286,8.190476,8.291667,8.392857,8.494048,8.595238,8.696429,8.797619,8.898810,9.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.002000,0.001867,0.002692,0.003663,0.004777,0.006032,0.007424,0.008949,0.010603,0.012382,0.014281,0.016295,0.018419,0.020649,0.022979,0.025403,0.027916,0.030512,0.033187,0.035934,0.038748,0.041527,0.044015,0.046495,0.048960,0.051405,0.053823,0.056209,0.058557,0.060863,0.063122,0.065079,0.066478,0.067754,0.068906,0.069930,0.071538,0.074124,0.076701,0.079266,0.081818,0.084354,0.086873,0.089373,0.091853,0.094311,0.096747,0.099158,0.101543,0.103903,0.106236,0.108540,0.110817,0.113064,0.115283,0.117471,0.119629,0.121756,0.123853,0.125919,0.127955,0.129959,0.131932,0.133874,0.135785,0.137666,0.139515,0.141335,0.143124,0.144883,0.146613,0.148313,0.149984,0.151626,0.153239,0.154824,0.156382,0.157912,0.159415,0.160891,0.162341,0.163765,0.165163,0.166537,0.167885,0.169210
0.004000,0.003733,0.005383,0.007326,0.009555,0.012065,0.014848,0.017898,0.021206,0.024763,0.028561,0.032589,0.036838,0.041298,0.045957,0.050805,0.055832,0.061025,0.066374,0.071868,0.077495,0.083053,0.088029,0.092989,0.097920,0.102810,0.107646,0.112418,0.117114,0.121726,0.126244,0.130158,0.132955,0.135509,0.137812,0.139859,0.143075,0.148248,0.153401,0.158532,0.163636,0.168708,0.173746,0.178747,0.183707,0.188623,0.193493,0.198315,0.203087,0.207806,0.212471,0.217081,0.221634,0.226129,0.230565,0.234942,0.239258,0.243513,0.247707,0.251839,0.255909,0.259917,0.263863,0.267748,0.271570,0.275331,0.279031,0.282670,0.286248,0.289766,0.293225,0.296625,0.299967,0.303251,0.306478,0.309649,0.312763,0.315824,0.318829,0.321782,0.324682,0.327530,0.330327,0.333073,0.335771,0.338419
0.006000,0.005600,0.008075,0.010989,0.014332,0.018097,0.022272,0.026847,0.031809,0.037145,0.042842,0.048884,0.055258,0.061947,0.068936,0.076208,0.083747,0.091537,0.099561,0.107802,0.116243,0.124580,0.132044,0.139484,0.146880,0.154215,0.161469,0.168626,0.175672,0.182589,0.189366,0.195236,0.199433,0.203263,0.206718,0.209789,0.214613,0.222372,0.230102,0.237798,0.245453,0.253062,0.260620,0.268120,0.275560,0.282934,0.290240,0.297473,0.304630,0.311709,0.318707,0.325621,0.332451,0.339193,0.345848,0.352412,0.358887,0.365269,0.371560,0.377758,0.383864,0.389876,0.395795,0.401622,0.407355,0.412997,0.418546,0.424005,0.429372,0.434650,0.439838,0.444938,0.449951,0.454877,0.459717,0.464473,0.469145,0.473735,0.478244,0.482673,0.487023,0.491295,0.495490,0.499610,0.503656,0.507629
0.008000,0.007467,0.010767,0.014652,0.019110,0.024129,0.029696,0.035796,0.042412,0.049527,0.057122,0.065179,0.073677,0.082596,0.091914,0.101611,0.111663,0.122050,0.132748,0.143735,0.154990,0.166107,0.176059,0.185979,0.195841,0.205620,0.215292,0.224835,0.234229,0.243452,0.252488,0.260315,0.265910,0.271018,0.275624,0.279718,0.286151,0.296495,0.306803,0.317064,0.327271,0.337416,0.347493,0.357494,0.367413,0.377246,0.386986,0.396630,0.406173,0.415612,0.424942,0.434162,0.443268,0.452258,0.461130,0.469883,0.478515,0.487026,0.495413,0.503678,0.511818,0.519834,0.527727,0.535495,0.543140,0.550662,0.558062,0.565339,0.572496,0.579533,0.586451,0.593251,0.599934,0.606502,0.612956,0.619297,0.625527,0.631647,0.637659,0.643564,0.649363,0.655060,0.660653,0.666147,0.671542,0.676839
0.010000,0.009334,0.013459,0.018314,0.023887,0.030162,0.037121,0.044745,0.053015,0.061908,0.071403,0.081474,0.092096,0.103245,0.114893,0.127014,0.139579,0.152562,0.165935,0.179669,0.193738,0.207634,0.220073,0.232473,0.244801,0.257024,0.269115,0.281044,0.292786,0.304316,0.315610,0.325394,0.332388,0.338772,0.344530,0.349648,0.357689,0.370619,0.383503,0.396330,0.409089,0.421770,0.434366,0.446867,0.459267,0.471557,0.483733,0.495788,0.507716,0.519514,0.531178,0.542702,0.554084,0.565322,0.576413,0.587354,0.598144,0.608782,0.619267,0.629597,0.639773,0.649793,0.659659,0.669369,0.678925,0.688328,0.697577,0.706674,0.715620,0.724416,0.733064,0.741563,0.749918,0.758128,0.766195,0.774121,0.781909,0.789559,0.797073,0.804455,0.811704,0.818824,0.825817,0.832684,0.839427,0.846049
0.012000,0.011200,0.016150,0.021977,0.028665,0.036194,0.044545,0.053694,0.063618,0.074290,0.085683,0.097768,0.110515,0.123894,0.137872,0.152416,0.167495,0.183075,0.199122,0.215603,0.232485,0.249160,0.264088,0.278968,0.293761,0.308429,0.322938,0.337253,0.351343,0.365179,0.378732,0.390473,0.398865,0.406527,0.413436,0.419577,0.429226,0.444743,0.460204,0.475596,0.490907,0.506125,0.521239,0.536241,0.551120,0.565869,0.580480,0.594945,0.609260,0.623417,0.637413,0.651242,0.664901,0.678387,0.691695,0.704825,0.717773,0.730539,0.743120,0.755516,0.767727,0.779752,0.791590,0.803243,0.814711,0.825993,0.837093,0.848009,0.858744,0.869299,0.879676,0.889876,0.899901,0.909753,0.919434,0.928946,0.938290,0.947471,0.956488,0.965346,0.974045,0.982589,0.990980,0.999220,1.007312,1.015258
0.014000,0.013067,0.018842,0.025640,0.033442,0.042226,0.051969,0.062643,0.074221,0.086672,0.099964,0.114063,0.128935,0.144543,0.160850,0.177819,0.195411,0.213587,0.232309,0.251537,0.271233,0.290687,0.308103,0.325462,0.342721,0.359834,0.376761,0.393462,0.409900,0.426042,0.441854,0.455551,0.465343,0.474281,0.482342,0.489507,0.500764,0.518867,0.536905,0.554862,0.572724,0.590479,0.608112,0.625614,0.642973,0.660180,0.677226,0.694103,0.710803,0.727320,0.743649,0.759783,0.775718,0.791451,0.806978,0.822296,0.837402,0.852295,0.866973,0.881436,0.895682,0.909710,0.923522,0.937117,0.950496,0.963659,0.976608,0.989344,1.001868,1.014183,1.026289,1.038189,1.049885,1.061379,1.072673,1.083770,1.094672,1.105382,1.115903,1.126237,1.136386,1.146354,1.156144,1.165757,1.175198,1.184468
0.016000,0.014934,0.021534,0.029303,0.038220,0.048259,0.059393,0.071592,0.084824,0.099053,0.114244,0.130358,0.147354,0.165192,0.183829,0.203222,0.223327,0.244099,0.265496,0.287471,0.309981,0.332214,0.352117,0.371957,0.391681,0.411239,0.430584,0.449671,0.468457,0.486905,0.504976,0.520630,0.531821,0.542036,0.551248,0.559436,0.572302,0.592991,0.613605,0.634128,0.654542,0.674833,0.694986,0.714988,0.734827,0.754492,0.773973,0.793260,0.812346,0.831223,0.849884,0.868323,0.886535,0.904516,0.922260,0.939767,0.957031,0.974052,0.990827,1.007355,1.023636,1.039669,1.055454,1.070991,1.086281,1.101325,1.116124,1.130679,1.144992,1.159066,1.172902,1.186502,1.199868,1.213004,1.225912,1.238594,1.251054,1.263294,1.275318,1.287127,1.298727,1.310119,1.321307,1.332294,1.343083,1.353678
