5.578001141547673484e-321,5.000000000000000000e-01,6.015625000000000000e-01,7.031250000000000000e-01,8.046875000000000000e-01,9.062500000000000000e-01,1.007812500000000000e+00,1.109375000000000000e+00,1.210937500000000000e+00,1.312500000000000000e+00,1.414062500000000000e+00,1.515625000000000000e+00,1.617187500000000000e+00,1.718750000000000000e+00,1.820312500000000000e+00,1.921875000000000000e+00,2.023437500000000000e+00,2.125000000000000000e+00,2.226562500000000000e+00,2.328125000000000000e+00,2.429687500000000000e+00,2.531250000000000000e+00,2.632812500000000000e+00,2.734375000000000000e+00,2.835937500000000000e+00,2.937500000000000000e+00,3.039062500000000000e+00,3.140625000000000000e+00,3.242187500000000000e+00,3.343750000000000000e+00,3.445312500000000000e+00,3.546875000000000000e+00,3.648437500000000000e+00,3.750000000000000000e+00,3.851562500000000000e+00,3.953125000000000000e+00,4.054687500000000000e+00,4.156250000000000000e+00,4.257812500000000000e+00,4.359375000000000000e+00,4.460937500000000000e+00,4.562500000000000000e+00,4.664062500000000000e+00,4.765625000000000000e+00,4.867187500000000000e+00,4.968750000000000000e+00,5.070312500000000000e+00,5.171875000000000000e+00,5.273437500000000000e+00,5.375000000000000000e+00,5.476562500000000000e+00,5.578125000000000000e+00,5.679687500000000000e+00,5.781250000000000000e+00,5.882812500000000000e+00,5.984375000000000000e+00,6.085937500000000000e+00,6.187500000000000000e+00,6.289062500000000000e+00,6.390625000000000000e+00,6.492187500000000000e+00,6.593750000000000000e+00,6.695312500000000000e+00,6.796875000000000000e+00,6.898437500000000000e+00,7.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.333333333333333547e-03,2.694859969730521113e-03,3.888277790604955080e-03,5.291855987886576185e-03,6.900730826137636484e-03,8.709395717210193996e-03,1.071174736023913950e-02,1.290113543343978340e-02,1.527041587229060679e-02,1.781200632384904309e-02,2.051794302009750035e-02,2.337993987306814445e-02,2.638944507172873155e-02,2.953770043775787862e-02,3.281579715779258527e-02,3.621473121591232969e-02,3.972545569193115800e-02,4.333893104184079886e-02,4.704617215741554309e-02,5.083829183718571038e-02,5.470654114980993965e-02,5.864234553431652702e-02,6.263733751412921269e-02,6.668338579853444470e-02,7.077261994517737576e-02,7.489745130922582927e-02,7.905059021065852232e-02,8.322506242863822457e-02,8.741421728539545966e-02,9.161173665397205623e-02,9.581163955381118147e-02,1.000082847817690551e-01,1.041963703486434023e-01,1.083709310029174755e-01,1.125273363659562015e-01,1.166612801359408341e-01,1.207687767352716990e-01,1.248461536523737120e-01,1.288900367965160887e-01,1.328973453563957186e-01,1.368652762966278691e-01,1.407912968612516358e-01,1.446731271494602067e-01,1.485087345083014598e-01,1.522963156951437358e-01,1.560342858164232294e-01,1.597212674540281208e-01,1.633560787016201665e-01,1.669377134674616125e-01,1.704653455719754573e-01,1.739383032078261060e-01,1.773560621912821378e-01,1.807182346249822102e-01,1.840245673400540960e-01,1.872749125910341261e-01,1.904692391678920460e-01,1.936076189787970248e-01,1.966902036652494468e-01,1.997172402198401642e-01,2.026890283416818705e-01,2.056059717350976479e-01,2.084685060999008910e-01,2.112771332744334540e-01,2.140324033896794098e-01,2.167349170887432619e-01,2.193852971456892176e-01
6.666666666666667095e-03,5.389777801935612643e-03,7.776637769098362560e-03,1.058382182031467403e-02,1.380160185074718465e-02,1.741896410214566898e-02,2.142370112504578261e-02,2.580251157456933675e-02,3.054110636946311824e-02,3.562431966585379028e-02,4.103622319575313954e-02,4.676024237310178605e-02,5.277927284562895782e-02,5.907579582731453671e-02,6.563199177173954790e-02,7.242984960392033489e-02,7.945127267863526244e-02,8.667817799947936941e-02,9.409259161734884191e-02,1.016767345375951953e-01,1.094131035713670902e-01,1.172845441255475490e-01,1.252743154375669798e-01,1.333661474396179991e-01,1.415442938752455859e-01,1.497935665045355413e-01,1.580993824410182047e-01,1.664477818825282063e-01,1.748254578489643885e-01,1.832197630985481496e-01,1.916187280638574908e-01,2.000110622382220149e-01,2.083861530538760332e-01,2.167340627924374263e-01,2.250455199233261372e-01,2.333119069653146471e-01,2.415252471756465513e-01,2.496781845049389770e-01,2.577639683722511843e-01,2.657764294353151535e-01,2.737099589504266017e-01,2.815594847632421627e-01,2.893204446703303012e-01,2.969887754902622024e-01,3.045608479627257559e-01,3.120335343821789564e-01,3.194040369980102323e-01,3.266700051391732695e-01,3.338294354744081871e-01,3.408806685755057519e-01,3.478223614602952152e-01,3.546534721406759960e-01,3.613732291476257075e-01,3.679811213134236980e-01,3.744768691886330991e-01,3.808604113811809855e-01,3.871318849560597686e-01,3.932916172694098100e-01,3.993400782811124539e-01,4.052779174452543764e-01,4.111059055078586377e-01,4.168249413334386699e-01,4.224360350119517049e-01,4.279402946121595996e-01,4.333389008725464508e-01,4.386331462756308808e-01
1.000000000000000021e-02,8.084811363730718195e-03,1.166516217932062408e-02,1.587600734929638796e-02,2.070275328465303807e-02,2.612887774410393993e-02,3.213606771020120767e-02,3.870436914230794556e-02,4.581234611497815579e-02,5.343724725022411942e-02,6.155517708489289391e-02,7.014127020652946576e-02,7.916986589355817783e-02,8.861468127081159607e-02,9.844898067360266514e-02,1.086457420998594298e-01,1.191778115810442767e-01,1.300180566646105262e-01,1.411395056434907869e-01,1.525154786051999833e-01,1.641197085706204151e-01,1.759264492240580902e-01,1.879105739237194872e-01,2.000476618484531566e-01,2.123140727438959374e-01,2.246870109292210260e-01,2.371445784718559380e-01,2.496658134936367013e-01,2.622307426778521799e-01,2.748203658164821706e-01,2.874167121306167028e-01,3.000028214402766236e-01,3.125627556406174179e-01,3.250815881992899503e-01,3.375453900516442451e-01,3.499412212874150607e-01,3.622570935888048682e-01,3.744819599736193272e-01,3.866056774132915486e-01,3.986189793927681357e-01,4.105134409516727478e-01,4.222814428312625656e-01,4.339161372638180025e-01,4.454114102408710529e-01,4.567618462761529607e-01,4.679626850155719220e-01,4.790097904520435046e-01,4.898996138504851938e-01,5.006291497836806714e-01,5.111959336709146484e-01,5.215979085515189961e-01,5.318335594825930324e-01,5.419017227250669810e-01,5.518016420391711474e-01,5.615329076415750409e-01,5.710954371552173781e-01,5.804894502371262810e-01,5.897154433388629435e-01,5.987741465972121757e-01,6.076665440148606434e-01,6.163938122313658008e-01,6.249572571993741166e-01,6.333585388915760062e-01,6.415991599911760046e-01,6.496811026711903914e-01,6.576061864693215631e-01
1.333333333333333419e-02,1.078001853302974419e-02,1.555393323776095051e-02,2.116852244299448002e-02,2.760432535721460412e-02,3.483930928457270454e-02,4.284905352738227480e-02,5.160694887303116790e-02,6.108440978576729075e-02,7.125109616634146825e-02,8.207514173878766028e-02,9.352338601068822810e-02,1.055616069493559156e-01,1.181547516278233650e-01,1.312671623347550498e-01,1.448627958463346022e-01,1.589054338448520065e-01,1.733588826362858493e-01,1.881871611163982994e-01,2.033546748186658426e-01,2.188263768661282693e-01,2.345679128581943662e-01,2.505457520188890119e-01,2.667273020817063078e-01,2.830810097641245915e-01,2.995764456506521678e-01,3.161843755980719983e-01,3.328768183884306953e-01,3.496270885475028511e-01,3.664098284266726346e-01,3.832010261185883615e-01,3.999780431308454509e-01,4.167195770144807576e-01,4.334056910362148463e-01,4.500177792417967004e-01,4.665385467834758382e-01,4.829519835700083474e-01,4.992433260243319126e-01,5.153990220540501932e-01,5.314066976596540925e-01,5.472550864701831719e-01,5.629340203401633769e-01,5.784343407281484772e-01,5.937478951720877030e-01,6.088674460034660951e-01,6.237866448087149296e-01,6.384999701556696161e-01,6.530026910892685610e-01,6.672908359139753109e-01,6.813610242093650626e-01,6.952106422857073920e-01,7.088376196407132346e-01,7.222404316085896392e-01,7.354180829213710080e-01,7.483700426840760311e-01,7.610962334118334116e-01,7.735969589651002787e-01,7.858729227464240630e-01,7.979251076720156322e-01,8.097548470191352488e-01,8.213637119194675540e-01,8.327536246291654676e-01,8.439265645801242721e-01,8.548848400676047898e-01,8.656308802790703139e-01,8.761673170478564421e-01
1.666666666666666644e-02,1.347545720065087063e-02,1.944303319119782339e-02,2.646147700241021153e-02,3.450645833589374017e-02,4.355043146221802830e-02,5.356286506887873722e-02,6.451049155725038786e-02,7.635757206496812666e-02,8.906616675806444672e-02,1.025964541846031836e-01,1.169069525192276832e-01,1.319548786999026335e-01,1.476964019330169187e-01,1.640869329519870912e-01,1.810813977249135787e-01,1.986345001316201786e-01,2.167009714085551542e-01,2.352358046594513197e-01,2.541944726161184942e-01,2.735331281701965933e-01,2.932087863449154841e-01,3.131794873391829936e-01,3.334044411136482533e-01,3.538441524803953575e-01,3.744605292775787242e-01,3.952169690842633476e-01,4.160784343007847830e-01,4.370115056169542878e-01,4.579844229310397474e-01,4.789671113100001931e-01,4.999311963087171851e-01,5.208500004356354518e-01,5.416985370993547821e-01,5.624534903339973857e-01,5.830931864223013461e-01,6.035975718305888194e-01,6.239481016827845838e-01,6.441278361986718659e-01,6.641212436736571023e-01,6.839142134675133544e-01,7.034940071773386761e-01,7.228491626036600559e-01,7.419694294851206795e-01,7.608457790545078980e-01,7.794702554955064144e-01,7.978359601397455592e-01,8.159369706548709189e-01,8.337683042211565532e-01,8.513258177282342354e-01,8.686062075291766105e-01,8.856068697093636422e-01,9.023260224042026767e-01,9.187623619794396124e-01,9.349152930186127586e-01,9.507847287829066518e-01,9.663711083366114396e-01,9.816753118079357687e-01,9.966986613122916783e-01,1.011442915616910465e+00,1.025909896614928041e+00,1.040102161594285146e+00,1.054022283801045345e+00,1.067673138299671365e+00,1.081057829096235601e+00,1.094179649638766794e+00
2.000000000000000042e-02,1.617118527839862124e-02,2.333254432746879881e-02,3.175498095552548722e-02,4.140929252172555197e-02,5.226241701346056451e-02,6.427770894361001242e-02,7.741523813866292569e-02,9.163210783609504473e-02,1.068827868203561654e-01,1.231194514133015228e-01,1.402923324442244268e-01,1.583500638727555199e-01,1.772400271702331553e-01,1.969086901442963777e-01,2.173019347917115873e-01,2.383653710575124041e-01,2.600446379583991052e-01,2.822856825689957772e-01,3.050350203233873070e-01,3.282399814156143347e-01,3.518489194014658428e-01,3.758114158050432363e-01,4.000784488672486927e-01,4.246025467981228152e-01,4.493379155377859591e-01,4.742405468905829258e-01,4.992683083817336942e-01,5.243809960341248022e-01,5.495404253746154488e-01,5.747103559065059875e-01,5.998567273929261701e-01,6.249473915372235622e-01,6.499522708923191061e-01,6.748433011326488984e-01,6.995944090287103956e-01,7.241814193213680362e-01,7.485820698178042853e-01,7.727758951742361715e-01,7.967442352125391203e-01,8.204700847665084007e-01,8.439381551324206532e-01,8.671346023050425789e-01,8.900471429642932142e-01,9.126648887231637586e-01,9.349782915209133849e-01,9.569790612976897259e-01,9.786600965233261951e-01,1.000015425564513949e+00,1.021040102590679455e+00,1.041730168711879623e+00,1.062082573448931644e+00,1.082095114594311180e+00,1.101766357177507372e+00,1.121095653434073025e+00,1.140082803460100935e+00,1.158728531056701483e+00,1.177034062921217261e+00,1.195000589187260820e+00,1.212630582581533334e+00,1.229926609891324629e+00,1.246891275821378819e+00,1.263528045027178637e+00,1.279840329193493220e+00,1.295831920354935773e+00,1.311506883954188130e+00
2.333333333333333440e-02,1.886726070189760282e-02,2.722254893815182278e-02,3.704914427713136560e-02,4.831296822356356824e-02,6.097543882234657958e-02,7.499379171926112697e-02,9.032142947300747515e-02,1.069082918539622507e-01,1.247012431865004434e-01,1.436444706261825466e-01,1.636798888376245209e-01,1.847475452391490747e-01,2.067860223236968331e-01,2.297328310614819569e-01,2.535247900919150310e-01,2.780984070289421739e-01,3.033901969768863505e-01,3.293370394819664648e-01,3.558764682259101808e-01,3.829469538774671888e-01,4.104881601206250008e-01,4.384411702109057285e-01,4.667486918782376981e-01,4.953552331583574442e-01,5.242072539001330078e-01,5.532532907391786159e-01,5.824440401567215764e-01,6.117325499674913791e-01,6.410740477906640145e-01,6.704262419171921339e-01,6.997490908205582505e-01,7.290050909088008346e-01,7.581590070408847915e-01,7.871779774335705415e-01,8.160314485943692686e-01,8.446911305289090954e-01,8.731309375006727214e-01,9.013269259012983703e-01,9.292572201397194531e-01,9.569019426797550354e-01,9.842431275304671656e-01,1.011264636693163688e+00,1.037952082042589375e+00,1.064292729235044144e+00,1.090275420400037554e+00,1.115890480522538253e+00,1.141129626728668578e+00,1.165985897639664204e+00,1.190453556299569948e+00,1.214528014926705257e+00,1.238205752745338506e+00,1.261484246104335849e+00,1.284361888603804180e+00,1.306837927194944404e+00,1.328912358094628487e+00,1.350585964563844943e+00,1.371860091906124346e+00,1.392736693631279055e+00,1.413218433318260026e+00,1.433308275063003512e+00,1.453009732440996515e+00,1.472326548252246958e+00,1.491262987670476159e+00,1.509823543038419036e+00,1.528013212069427418e+00
2.666666666666666838e-02,2.156374143614886441e-02,3.111312938462291316e-02,4.234407699847901607e-02,5.521762603915543466e-02,6.968966967458477269e-02,8.571132009096872617e-02,1.032293082663237882e-01,1.221863991620608242e-01,1.425218500961198120e-01,1.641718490264349184e-01,1.870699842997810280e-01,2.111477056185245560e-01,2.363347823842524564e-01,2.625597528522323754e-01,2.897503597247268470e-01,3.178339680900593156e-01,3.467379626160327355e-01,3.763901207308154584e-01,4.067189612993439285e-01,4.376540623022638909e-01,4.691263543826574844e-01,5.010683815561404186e-01,5.334145337392498520e-01,5.661012479099537531e-01,5.990671852482410964e-01,6.322533739670980202e-01,6.656033282187919786e-01,6.990631434007383849e-01,7.325815612457413639e-01,7.661100298007426090e-01,7.996026763616460586e-01,8.330164119333836048e-01,8.663108286340572839e-01,8.994482087973353357e-01,9.323934177165121850e-01,9.651142000619290506e-01,9.975803931880912190e-01,1.029764587344351501e+00,1.061641678206166839e+00,1.093188852223046403e+00,1.124385497172909254e+00,1.155213104828626713e+00,1.185655183542111413e+00,1.215697145648358068e+00,1.245326202278859817e+00,1.274531298482111996e+00,1.303302980478909134e+00,1.331633303744089947e+00,1.359515748817450964e+00,1.386945109663938469e+00,1.413917429817030280e+00,1.440429912458171202e+00,1.466480706066023654e+00,1.492069150414002676e+00,1.517195295251519749e+00,1.541860080773371333e+00,1.566065245688481378e+00,1.589813163868650792e+00,1.613106868656710047e+00,1.635949911344953156e+00,1.658346390197332321e+00,1.680300855750073818e+00,1.701818240459938236e+00,1.722903879997078169e+00,1.743563369112115735e+00
